"Data Source","World Development Indicators",

"Last Updated Date","2017-08-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Barbados","BRB","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","20.2199993133545","21.4099998474121","18.5300006866455","","","18.6900005340576","18.7199993133545","18.8400001525879","19.0499992370605","17.2099990844727","16.4300003051758","16.1700000762939","15.1999998092651","14.5799999237061","13.4700002670288","12.8299999237061","12.5","12.6700000762939","11.6800003051758","12.8599996566772","11.3800001144409","10.75","11.789999961853","11.0299997329712","10.6599998474121","9.85000038146973","10.0200004577637","9.02999973297119","7.84000015258789","","","","","","8.90999984741211","9.68000030517578","9.92000007629395","10.1800003051758","9.94999980926514","9.64000034332275","",
"Brunei Darussalam","BRN","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.86999988555908","","","","","","","","","","11.2399997711182","","","","","","","","","","","","","11","","",
"Bhutan","BTN","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.78000020980835","","","","9.05000019073486","6.71000003814697","8.52999973297119","7.17000007629395","10.1499996185303","8.5","9.15999984741211","",
"Botswana","BWA","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","3.85999989509583","","","","","","","","","","","19.7600002288818","","15.6899995803833","","14.0699996948242","17.4400005340576","","16.5200004577637","","","10.7600002288818","","","","10.2799997329712","","","","","","",
"Central African Republic","CAF","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","18.0100002288818","17.0100002288818","17.0900001525879","17.2099990844727","17.1800003051758","17.2700004577637","15.5","","","","","","","","","","","","12.960000038147","13.1999998092651","13.0100002288818","12.6099996566772","11.8599996566772","11.6700000762939","10.9399995803833","10.9200000762939","11.289999961853","11.1300001144409","11.4499998092651","11.4700002670288","11.5200004577637","11.4799995422363","11.3299999237061","11.5299997329712","11.3599996566772","11.3500003814697","10.8299999237061","10.4899997711182","10.2399997711182","9.73999977111816","8.97000026702881","8.57999992370605","9.01000022888184","9.02999973297119","8.75","8.63000011444092","8.56999969482422","8.56999969482422",
"Central Europe and the Baltics","CEB","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.424692957787","24.3615340925725","24.1408565903224","","","","21.8152168366981","22.2284413023101","22.4290643809937","22.1456907506529","22.5371143700931","21.8271976963811","21.8168468364034","21.7588240995339","21.5817287306021","19.9101509774567","18.7411503319606","18.9821850870892","18.7792531051251","18.5222090805677","18.8145732507271","18.6779311092824","",
"Switzerland","CHE","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","32.0900001525879","31.1399993896484","30.3099994659424","29.8899993896484","27.7299995422363","26.5400009155273","26.1900005340576","25.9200000762939","23.4200000762939","23.0599994659424","22.6800003051758","21.8099994659424","20.7800006866455","20.4099998474121","20.6599998474121","20.5","19.7600002288818","19.1599998474121","18.8500003814697","18.3400001525879","16.1399993896484","14.5699996948242","14.8800001144409","15.6400003433228","15.8699998855591","14.3900003433228","13.3699998855591","12.2700004577637","12.0600004196167","11.9399995803833","12.2799997329712","11.5500001907349","11.1400003433228","11.2200002670288","10.9499998092651","11.1400003433228","10.6800003051758","10.2600002288818","10.0200004577637","10.0799999237061","9.75","9.47000026702881","10.0100002288818","10.0600004196167","9.56999969482422","",
"Channel Islands","CHI","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","16.2600002288818","14.8599996566772","11.9200000762939","11.6899995803833","13.1300001144409","11.6999998092651","12.6499996185303","13.8299999237061","14.1000003814697","15.6999998092651","13.9200000762939","14.7600002288818","15.1000003814697","16.1499996185303","14.8999996185303","14.5100002288818","14.8900003433228","14.3299999237061","13.8299999237061","12.5900001525879","12.2299995422363","12.8999996185303","12.0100002288818","11.7600002288818","12.25","11.5100002288818","11.3199996948242","10.9099998474121","11.3900003433228","","10.2399997711182","10.460000038147","10.7700004577637","10.5","10.7299995422363","11.4899997711182","",
